,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
101281,731,spain,male,40.0,2,0.0,1,1.0,0.0,100403.41,1
101294,628,france,female,40.0,4,0.0,1,1.0,0.0,176913.55,1
101295,537,germany,female,47.0,4,124192.28,2,1.0,0.0,50881.51,1
101297,591,france,male,59.0,2,167959.33,1,1.0,1.0,86615.43,1
101299,575,spain,female,38.0,7,0.0,1,1.0,0.0,129964.22,1
101300,629,france,female,60.0,5,135536.8,1,0.0,0.0,84790.09,1
101305,678,france,female,51.0,5,0.0,1,1.0,0.0,167066.95,1
101309,738,germany,male,55.0,8,102724.2,1,0.0,0.0,171070.76,1
101310,714,spain,female,52.0,3,0.0,1,0.0,0.0,161243.09,1
101321,850,france,female,40.0,7,137936.54,2,1.0,0.0,184464.7,1
101324,733,france,male,39.0,5,0.0,1,1.0,1.0,141841.31,1
101331,604,france,female,43.0,8,165438.26,1,0.0,1.0,187985.85,1
101334,683,france,male,32.0,7,109346.13,2,1.0,0.0,102665.92,1
101337,652,spain,female,40.0,4,0.0,1,1.0,0.0,74435.94,1
101349,795,germany,male,43.0,4,90218.9,1,1.0,1.0,79577.4,1
101351,678,france,female,53.0,4,110314.21,1,1.0,1.0,152884.85,1
101360,591,germany,female,52.0,3,161582.79,1,1.0,0.0,131736.16,1
101368,806,france,male,46.0,1,0.0,1,1.0,0.0,161125.67,1
101371,639,france,male,55.0,6,139859.3,1,1.0,1.0,112973.33,1
101373,629,france,male,43.0,2,0.0,2,1.0,0.0,32462.39,1
101376,556,france,female,64.0,1,0.0,1,1.0,1.0,57975.8,1
101381,705,germany,female,37.0,2,116755.5,1,1.0,0.0,62733.03,1
101385,561,france,male,33.0,4,0.0,1,0.0,0.0,173680.39,1
101393,713,france,male,48.0,3,102528.73,4,1.0,0.0,77965.96,1
101397,752,germany,female,44.0,6,135512.7,2,1.0,0.0,56905.53,1
101407,575,france,male,43.0,1,0.0,1,0.0,1.0,143619.52,1
101413,630,germany,male,39.0,7,131184.67,3,1.0,0.0,169921.11,1
101415,663,germany,female,44.0,3,104414.03,1,1.0,1.0,192029.19,1
101417,803,germany,male,53.0,3,106430.58,1,1.0,0.0,51548.58,1
101420,548,france,female,55.0,3,0.0,1,1.0,0.0,182705.16,1
101432,619,france,male,46.0,7,103821.47,1,1.0,0.0,158032.5,1
101437,666,germany,female,44.0,2,122314.5,1,0.0,0.0,68574.88,1
101450,579,germany,female,52.0,9,135927.06,3,1.0,1.0,105986.01,1
101470,811,spain,female,54.0,6,0.0,1,1.0,0.0,97625.01,1
101473,775,germany,male,50.0,2,127837.54,1,1.0,0.0,113469.65,1
101474,578,spain,male,46.0,4,0.0,1,1.0,0.0,83282.21,1
101479,795,germany,male,33.0,9,104552.72,1,1.0,1.0,120853.83,1
101484,685,france,female,35.0,7,0.0,1,0.0,0.0,149919.39,1
101485,554,germany,female,37.0,9,141461.07,1,1.0,0.0,141175.54,1
101493,598,france,female,39.0,1,0.0,1,0.0,0.0,14679.81,1
101494,559,germany,male,34.0,8,141786.76,1,1.0,1.0,163830.37,1
101496,641,germany,male,45.0,3,116937.85,1,1.0,0.0,54394.78,1
101498,635,germany,female,32.0,3,117028.6,1,1.0,0.0,140748.01,1
101506,596,germany,male,42.0,7,138527.3,1,1.0,1.0,164064.07,1
101508,813,germany,female,37.0,8,134562.8,1,1.0,0.0,27596.39,1
101513,667,france,female,54.0,10,120241.17,1,0.0,0.0,73963.17,1
101519,652,germany,male,49.0,3,85903.77,1,1.0,0.0,64872.55,1
101524,572,germany,male,42.0,7,62400.27,1,1.0,0.0,57553.53,1
101527,485,france,female,49.0,4,0.0,3,0.0,0.0,121582.73,1
101529,720,germany,female,43.0,10,110822.9,1,0.0,0.0,72861.94,1
101533,662,france,female,44.0,6,141807.58,1,1.0,0.0,125870.4,1
101534,758,germany,female,53.0,0,125845.28,1,0.0,1.0,121083.18,1
101540,724,germany,female,40.0,1,118235.7,1,0.0,1.0,92381.01,1
101555,646,spain,male,49.0,4,132876.6,1,1.0,0.0,58879.21,1
101560,713,spain,female,47.0,1,0.0,1,0.0,0.0,107825.08,1
101565,655,germany,female,50.0,3,115895.52,1,1.0,0.0,51703.52,1
101568,691,spain,female,44.0,3,145747.67,1,1.0,0.0,156425.57,1
101569,644,france,male,41.0,4,0.0,1,1.0,0.0,114722.43,1
101574,594,germany,female,41.0,5,98955.13,1,1.0,0.0,125870.6,1
101579,506,france,female,44.0,4,0.0,2,1.0,0.0,93882.71,1
101592,584,france,male,41.0,9,0.0,3,1.0,0.0,60921.41,1
101594,668,germany,female,58.0,3,109960.06,1,1.0,0.0,152843.53,1
101598,786,germany,female,48.0,0,122325.58,1,0.0,0.0,34712.34,1
101610,505,france,male,43.0,5,127146.68,1,0.0,0.0,137565.87,1
101612,626,germany,male,36.0,2,181671.16,1,1.0,1.0,57531.14,1
101618,678,france,female,56.0,8,0.0,3,1.0,0.0,17095.49,1
101633,608,france,male,53.0,9,51690.89,1,1.0,0.0,156043.98,1
101634,629,germany,female,43.0,3,130935.56,2,0.0,1.0,9241.83,1
101635,669,france,female,31.0,3,0.0,1,1.0,0.0,146213.75,1
101638,434,spain,female,54.0,8,0.0,1,1.0,0.0,135112.09,1
101644,519,germany,female,34.0,9,128743.55,1,1.0,0.0,134869.93,1
101646,512,france,female,28.0,1,0.0,1,1.0,0.0,135853.99,1
101647,562,france,female,44.0,1,0.0,2,1.0,0.0,140937.91,1
101669,729,spain,male,37.0,9,0.0,2,1.0,0.0,100862.54,1
101670,768,spain,female,53.0,5,187602.18,1,1.0,0.0,186392.99,1
101685,701,france,female,61.0,2,0.0,1,0.0,0.0,169741.96,1
101693,784,france,male,38.0,8,136678.52,1,1.0,1.0,54290.62,1
101701,477,germany,female,33.0,5,108653.87,1,1.0,0.0,1173.32,1
101702,689,france,male,31.0,2,0.0,1,1.0,1.0,170821.43,1
101711,607,germany,male,32.0,5,131632.53,1,0.0,1.0,119924.8,1
101716,692,spain,male,37.0,2,0.0,1,1.0,0.0,102999.14,1
101728,588,france,male,35.0,8,0.0,2,1.0,1.0,114092.93,1
101730,632,france,male,42.0,9,0.0,2,1.0,1.0,52452.97,1
101737,614,spain,male,35.0,9,0.0,1,0.0,1.0,131417.68,1
101738,542,france,female,47.0,5,0.0,1,1.0,0.0,131097.9,1
101739,721,germany,male,44.0,4,107467.56,1,1.0,1.0,60905.51,1
101741,562,germany,male,35.0,5,127831.51,2,1.0,0.0,177614.69,1
101742,695,spain,female,51.0,10,148636.21,1,1.0,0.0,142009.46,1
101743,645,france,female,47.0,3,97956.5,1,0.0,0.0,158887.09,1
101750,850,france,male,47.0,5,0.0,1,0.0,1.0,114957.22,1
101754,464,germany,female,34.0,1,129398.01,1,1.0,0.0,140451.52,1
101756,587,germany,male,50.0,0,123681.32,1,0.0,0.0,106977.8,1
101761,741,france,male,55.0,5,0.0,1,1.0,0.0,88866.39,1
101771,667,germany,male,35.0,1,118912.93,1,1.0,0.0,136586.44,1
101772,711,france,female,50.0,2,0.0,1,1.0,1.0,112503.06,1
101778,637,france,female,42.0,4,0.0,1,0.0,0.0,16081.62,1
101783,727,germany,male,41.0,6,140900.61,1,1.0,0.0,162267.87,1
101784,651,france,male,40.0,6,0.0,1,1.0,0.0,147715.83,1
101786,762,germany,female,41.0,7,102575.04,1,1.0,0.0,171971.25,1
101794,821,germany,male,45.0,8,135827.33,2,1.0,1.0,131778.58,1
101795,734,germany,male,48.0,5,109508.68,1,1.0,0.0,176471.79,1
101796,651,germany,male,45.0,0,127760.07,1,1.0,1.0,120594.85,1
101797,695,france,female,51.0,4,0.0,3,1.0,0.0,75574.48,1
101798,528,germany,female,46.0,9,135555.66,4,1.0,0.0,133146.03,1
101801,583,germany,female,40.0,2,108010.83,1,0.0,0.0,171036.97,1
101807,685,france,male,51.0,2,0.0,1,1.0,1.0,140889.32,1
101810,543,spain,female,46.0,5,0.0,3,1.0,0.0,55207.41,1
101811,847,germany,female,45.0,7,105245.65,1,1.0,0.0,101495.0,1
101812,659,france,male,35.0,5,0.0,3,1.0,0.0,133059.15,1
101814,648,spain,female,58.0,8,110783.28,1,1.0,0.0,73329.08,1
101815,720,france,male,41.0,7,0.0,1,1.0,1.0,144874.67,1
101820,537,france,female,36.0,5,0.0,1,1.0,0.0,1299.75,1
101824,534,france,female,38.0,4,142412.13,3,1.0,1.0,168924.72,1
101830,627,france,female,43.0,3,0.0,3,1.0,0.0,146573.66,1
101834,655,france,female,45.0,7,147751.79,1,1.0,1.0,115509.9,1
101841,685,spain,female,35.0,9,0.0,1,1.0,0.0,19458.75,1
101842,648,spain,male,56.0,0,106723.28,1,0.0,0.0,106040.97,1
101845,592,germany,male,49.0,2,141078.37,1,1.0,1.0,177738.98,1
101847,850,france,female,35.0,7,158351.02,1,1.0,1.0,20306.79,1
101848,735,france,male,59.0,7,0.0,1,1.0,1.0,163655.01,1
101850,752,france,male,39.0,10,0.0,1,1.0,1.0,162022.47,1
101853,591,germany,female,48.0,10,133871.92,1,1.0,0.0,141300.96,1
101854,720,spain,female,32.0,10,110738.89,1,1.0,0.0,76264.27,1
101877,639,france,male,55.0,7,99610.92,1,1.0,0.0,187296.78,1
101878,634,germany,male,44.0,10,117808.74,1,1.0,0.0,138526.96,1
101880,730,france,female,51.0,8,0.0,1,1.0,0.0,151657.1,1
101901,531,germany,female,38.0,1,113567.43,1,1.0,0.0,105760.02,1
101914,644,germany,male,31.0,8,118862.08,2,0.0,1.0,103760.53,1
101921,630,germany,female,31.0,1,112373.49,2,0.0,1.0,131167.98,1
101922,598,france,male,32.0,1,117280.43,1,0.0,0.0,121151.1,1
101926,562,germany,male,40.0,5,123859.4,1,1.0,0.0,171099.22,1
101930,540,germany,male,39.0,1,82531.11,1,1.0,0.0,114092.52,1
101933,832,france,female,48.0,0,0.0,1,1.0,0.0,160976.85,1
101936,637,france,female,40.0,2,0.0,1,1.0,0.0,164768.15,1
101944,718,germany,female,48.0,9,105770.43,4,0.0,0.0,106963.47,1
101945,566,germany,female,59.0,5,104158.84,1,1.0,0.0,104240.77,1
101951,640,germany,female,43.0,9,141786.78,1,1.0,0.0,146056.29,1
101953,738,germany,female,43.0,1,111071.36,1,1.0,1.0,73275.96,1
101972,681,france,male,51.0,8,177729.13,1,1.0,0.0,152298.28,1
101973,709,france,male,32.0,4,147307.91,1,1.0,0.0,40861.55,1
101981,695,germany,male,46.0,5,90727.15,1,1.0,0.0,96660.76,1
101990,628,france,female,59.0,1,103907.28,1,1.0,0.0,179144.54,1
101991,557,france,male,52.0,2,128472.8,1,1.0,0.0,132719.8,1
102004,625,france,female,50.0,2,138992.35,2,1.0,1.0,134917.62,1
102011,651,germany,female,45.0,9,110827.49,1,1.0,1.0,153383.54,1
102017,763,spain,female,27.0,9,0.0,1,1.0,0.0,64815.58,1
102022,709,france,female,35.0,7,0.0,1,0.0,0.0,42085.58,1
102023,628,spain,female,38.0,6,171787.84,1,1.0,0.0,150401.53,1
102024,679,france,female,34.0,9,0.0,1,1.0,1.0,51347.96,1
102027,540,france,male,36.0,6,0.0,1,0.0,0.0,81298.09,1
102034,534,spain,female,59.0,1,0.0,2,0.0,0.0,161571.79,1
102035,611,france,female,37.0,8,0.0,1,1.0,0.0,33877.29,1
102049,579,spain,female,39.0,0,0.0,3,1.0,1.0,65986.48,1
102068,707,germany,male,55.0,4,114543.26,1,1.0,1.0,177065.24,1
102075,731,france,female,44.0,5,0.0,3,0.0,0.0,70730.16,1
102076,619,france,female,51.0,5,0.0,1,1.0,0.0,157921.49,1
102080,699,france,female,31.0,6,0.0,1,1.0,0.0,128702.1,1
102082,662,france,female,56.0,4,0.0,1,1.0,1.0,136812.38,1
102084,567,germany,male,48.0,6,154586.92,1,1.0,1.0,167573.06,1
102088,744,france,female,59.0,1,0.0,1,1.0,0.0,150694.78,1
102089,569,france,female,47.0,1,0.0,3,1.0,0.0,145789.71,1
102090,684,spain,male,46.0,4,0.0,1,0.0,0.0,140586.66,1
102094,646,spain,male,54.0,8,0.0,3,1.0,1.0,175380.77,1
102096,687,germany,female,43.0,2,91219.29,1,0.0,0.0,158845.49,1
102105,738,germany,male,43.0,4,121152.05,2,0.0,1.0,64166.7,1
102109,534,france,male,43.0,0,0.0,2,1.0,0.0,109523.88,1
102112,469,spain,male,32.0,4,0.0,1,1.0,0.0,132798.78,1
102114,548,france,male,45.0,8,0.0,1,0.0,1.0,81673.6,1
102120,632,germany,male,41.0,1,127205.32,4,1.0,0.0,93874.87,1
102131,678,germany,male,40.0,1,120591.99,2,1.0,0.0,110273.83,1
102135,675,france,male,48.0,3,0.0,2,0.0,1.0,179360.76,1
102137,704,germany,female,43.0,3,81733.94,1,1.0,0.0,133682.56,1
102138,567,spain,female,48.0,5,0.0,2,1.0,0.0,49653.87,1
102139,639,france,male,41.0,8,0.0,1,1.0,0.0,47952.45,1
102140,659,spain,male,32.0,3,107594.11,2,1.0,1.0,102416.84,1
102142,685,france,male,41.0,6,0.0,1,1.0,0.0,138380.89,1
102143,790,france,female,60.0,0,114959.12,3,0.0,1.0,179908.71,1
102154,632,germany,female,34.0,2,123894.48,2,1.0,0.0,121894.76,1
102161,589,france,male,47.0,3,0.0,1,0.0,0.0,187980.23,1
102164,557,spain,female,42.0,6,0.0,1,1.0,0.0,58685.59,1
102167,523,france,male,63.0,6,116227.27,1,1.0,1.0,119404.63,1
102168,567,france,male,52.0,5,0.0,1,1.0,1.0,89937.13,1
102179,628,germany,female,52.0,2,139914.4,1,1.0,1.0,140949.74,1
102180,639,france,female,43.0,2,151962.89,1,1.0,0.0,120810.82,1
102181,576,france,male,57.0,3,87559.9,1,0.0,0.0,105425.53,1
102186,521,germany,male,51.0,5,139842.08,3,0.0,0.0,131417.43,1
102188,528,france,female,40.0,9,0.0,1,1.0,0.0,149535.97,1
102204,844,germany,female,41.0,7,76319.64,1,1.0,1.0,141175.18,1
102205,684,france,female,32.0,6,0.0,2,0.0,1.0,120834.58,1
102206,648,spain,female,39.0,3,92636.96,1,0.0,0.0,8567.18,1
102210,651,france,male,46.0,9,174560.46,1,0.0,1.0,83478.52,1
102212,645,germany,female,44.0,9,152076.93,1,1.0,0.0,121840.2,1
102213,627,spain,female,24.0,10,159203.71,1,1.0,1.0,102517.83,1
102216,757,france,male,33.0,7,103739.27,1,1.0,0.0,147538.75,1
102219,682,germany,female,52.0,8,117052.82,2,1.0,0.0,183872.88,1
102222,697,france,female,37.0,2,0.0,1,1.0,0.0,138527.56,1
102224,581,france,female,37.0,3,158411.95,1,1.0,1.0,126722.57,1
102234,635,germany,male,48.0,5,115930.27,1,1.0,0.0,114066.64,1
102239,585,france,female,41.0,1,0.0,2,1.0,0.0,131752.48,1
102244,629,france,female,45.0,8,0.0,3,1.0,0.0,9217.55,1
102245,553,germany,female,37.0,0,91522.56,1,0.0,0.0,52411.55,1
102254,625,germany,female,44.0,10,117731.79,1,0.0,0.0,155876.06,1
102257,549,spain,male,25.0,4,163501.5,1,0.0,0.0,74800.8,1
102261,583,france,male,42.0,4,0.0,1,0.0,0.0,142956.48,1
102270,750,germany,female,51.0,3,168286.81,1,1.0,0.0,115161.28,1
102271,621,france,female,51.0,9,0.0,1,1.0,0.0,171364.18,1
102276,711,france,female,29.0,3,130181.47,2,1.0,0.0,31811.44,1
102281,646,france,female,46.0,8,0.0,2,1.0,0.0,133059.15,1
102283,637,germany,female,68.0,9,117866.92,2,1.0,0.0,159553.27,1
102288,634,france,female,41.0,2,0.0,1,1.0,0.0,71133.12,1
102289,599,france,male,34.0,3,0.0,2,1.0,0.0,44756.25,1
102291,645,germany,male,41.0,2,124547.56,1,1.0,0.0,145537.93,1
102296,794,germany,male,57.0,4,117056.46,1,1.0,0.0,93336.3,1
102304,724,germany,female,47.0,4,133871.05,1,1.0,0.0,57541.06,1
102308,581,germany,male,47.0,8,133701.07,1,1.0,1.0,167066.95,1
102322,661,spain,male,54.0,5,112152.82,1,0.0,0.0,84738.33,1
102327,663,spain,male,47.0,2,170600.78,1,0.0,1.0,182720.07,1
102349,569,spain,female,49.0,4,0.0,1,0.0,0.0,158323.81,1
102353,705,germany,male,49.0,7,103399.14,1,1.0,1.0,170819.35,1
102365,807,germany,female,48.0,6,121581.71,3,1.0,0.0,102057.73,1
102367,740,germany,female,49.0,5,82559.38,1,1.0,1.0,126142.93,1
102372,727,germany,female,36.0,2,129748.54,2,0.0,0.0,86937.2,1
102374,678,germany,female,34.0,1,124577.71,1,1.0,0.0,143317.28,1
102375,613,germany,female,45.0,3,124577.33,1,1.0,0.0,65731.53,1
102376,675,germany,male,30.0,6,131160.85,1,0.0,1.0,144875.31,1
102379,526,france,female,29.0,5,0.0,1,1.0,0.0,175082.2,1
102382,669,germany,male,41.0,1,126773.42,1,1.0,0.0,51380.7,1
102390,632,germany,female,36.0,1,132837.05,1,1.0,1.0,91547.74,1
102394,793,france,male,37.0,1,0.0,1,1.0,0.0,52462.26,1
102396,678,germany,male,49.0,8,102582.33,1,1.0,0.0,163550.79,1
102408,569,germany,female,43.0,1,121093.17,1,1.0,0.0,183494.12,1
102412,635,france,female,44.0,3,0.0,1,1.0,0.0,173629.78,1
102413,575,germany,female,47.0,7,100762.82,1,1.0,0.0,172576.6,1
102419,503,france,male,38.0,4,0.0,1,1.0,1.0,153036.97,1
102420,488,germany,female,50.0,1,139246.22,3,1.0,0.0,120380.12,1
102421,660,france,female,33.0,2,121405.88,1,1.0,0.0,47979.06,1
102429,682,germany,male,58.0,1,102994.04,1,0.0,0.0,151887.16,1
102435,543,germany,male,46.0,4,98683.47,1,1.0,1.0,35279.74,1
102438,753,germany,female,50.0,5,106942.08,1,1.0,0.0,135815.38,1
102445,710,france,female,52.0,2,0.0,1,1.0,1.0,71776.84,1
102447,726,france,female,63.0,6,123948.85,1,0.0,0.0,145560.38,1
102448,741,germany,female,45.0,6,152683.86,1,1.0,0.0,59668.02,1
102449,751,germany,male,47.0,9,130170.82,1,1.0,0.0,185855.21,1
102458,655,france,female,38.0,1,131087.1,1,0.0,0.0,199808.1,1
102459,720,france,male,28.0,9,135851.72,1,0.0,1.0,179227.49,1
102467,724,france,female,42.0,5,108929.81,1,1.0,1.0,170138.59,1
102470,658,france,male,34.0,6,89079.41,1,1.0,0.0,167023.95,1
102471,749,spain,male,62.0,6,0.0,1,1.0,0.0,128268.39,1
102474,654,germany,female,43.0,1,114510.85,1,1.0,1.0,126143.23,1
102475,686,france,male,43.0,10,112609.45,1,1.0,0.0,145523.67,1
102477,647,spain,male,47.0,10,99835.17,1,0.0,0.0,89103.05,1
102483,815,germany,female,60.0,5,142929.16,1,1.0,1.0,105887.04,1
102487,761,france,male,31.0,7,0.0,1,0.0,0.0,166698.18,1
102490,706,germany,male,57.0,4,137936.94,1,1.0,0.0,143668.58,1
102492,582,france,female,40.0,2,0.0,1,1.0,0.0,142289.54,1
102501,616,germany,female,56.0,5,110666.29,1,1.0,1.0,74838.13,1
102504,517,france,male,50.0,2,43772.66,3,1.0,0.0,187756.24,1
102507,627,germany,male,58.0,5,102773.2,2,1.0,0.0,62773.68,1
102510,746,france,male,42.0,6,0.0,1,0.0,0.0,149927.99,1
102512,692,france,female,45.0,10,0.0,1,1.0,0.0,69080.46,1
102514,735,france,female,43.0,3,0.0,2,1.0,0.0,73656.77,1
102521,567,france,female,38.0,2,0.0,1,0.0,1.0,167984.72,1
102528,707,germany,female,24.0,5,95441.27,1,1.0,0.0,93959.96,1
102531,806,germany,male,48.0,9,123575.51,1,0.0,1.0,140168.36,1
102540,592,france,female,71.0,9,123559.65,1,0.0,1.0,131312.49,1
102549,556,france,male,49.0,7,0.0,1,1.0,0.0,87067.73,1
102556,773,germany,male,48.0,9,118520.26,1,1.0,0.0,166310.82,1
102563,600,germany,female,41.0,7,138518.23,1,1.0,0.0,9983.37,1
102568,537,germany,female,47.0,10,124192.28,2,1.0,0.0,50881.51,1
102570,709,france,female,54.0,1,0.0,1,1.0,0.0,182988.94,1
102571,661,france,female,54.0,0,0.0,1,1.0,0.0,185555.63,1
102572,607,germany,male,39.0,3,109949.05,2,1.0,0.0,107673.35,1
102580,738,germany,male,40.0,1,127290.61,1,1.0,0.0,160810.85,1
102594,727,france,male,44.0,7,0.0,1,1.0,0.0,157166.79,1
102598,554,france,female,40.0,3,0.0,1,1.0,0.0,54359.02,1
102599,784,spain,female,40.0,8,0.0,2,1.0,0.0,108891.3,1
102600,550,france,male,57.0,5,0.0,1,0.0,1.0,133501.94,1
102604,616,germany,female,52.0,2,123207.14,1,1.0,0.0,82559.77,1
102608,683,france,female,44.0,9,96931.11,1,0.0,1.0,199484.96,1
102609,781,france,female,48.0,4,57098.96,1,0.0,0.0,85644.06,1
102611,759,france,female,44.0,7,111095.58,4,1.0,0.0,141075.51,1
102612,616,france,female,48.0,7,0.0,1,1.0,1.0,88333.74,1
102613,746,france,male,57.0,3,137492.35,2,1.0,0.0,170142.09,1
102614,579,germany,female,50.0,10,100654.87,1,1.0,0.0,158623.32,1
102615,687,spain,female,60.0,3,0.0,1,1.0,0.0,28238.28,1
102616,790,germany,female,41.0,8,147974.99,1,1.0,0.0,145575.56,1
102618,738,spain,male,37.0,6,133745.44,1,1.0,0.0,28373.86,1
102633,752,france,male,46.0,4,0.0,1,1.0,0.0,53477.76,1
102634,537,france,male,44.0,8,0.0,1,0.0,0.0,179634.72,1
102635,833,germany,female,45.0,4,161588.72,1,1.0,0.0,51354.41,1
102638,521,spain,male,41.0,7,0.0,1,0.0,0.0,106761.47,1
102664,579,germany,male,55.0,1,123873.23,3,1.0,1.0,95007.8,1
102667,674,germany,male,47.0,4,106901.94,1,1.0,1.0,2079.2,1
102668,689,france,female,37.0,4,185544.36,3,1.0,0.0,171037.63,1
102672,564,france,male,31.0,0,0.0,2,0.0,0.0,189683.7,1
102673,683,france,female,40.0,8,0.0,4,1.0,1.0,83073.24,1
102676,520,france,male,57.0,4,0.0,1,0.0,1.0,88206.04,1
102681,800,spain,male,38.0,4,0.0,2,0.0,0.0,51553.43,1
102686,661,france,male,35.0,5,0.0,3,0.0,1.0,130928.22,1
102690,775,germany,male,55.0,9,90721.71,3,0.0,0.0,158049.37,1
102691,651,france,female,36.0,6,171171.06,1,0.0,0.0,148770.38,1
102696,693,germany,male,46.0,2,104763.41,1,0.0,1.0,62368.33,1
102702,696,germany,female,25.0,3,144848.29,1,0.0,1.0,132702.34,1
102712,624,spain,male,42.0,7,0.0,1,1.0,0.0,137720.47,1
102714,553,france,male,42.0,1,0.0,3,1.0,1.0,150661.42,1
102718,592,spain,female,52.0,1,0.0,1,1.0,0.0,80619.09,1
102719,526,france,female,47.0,9,0.0,1,0.0,0.0,169361.89,1
102722,737,germany,female,46.0,2,99169.67,2,1.0,0.0,78650.95,1
102734,773,germany,female,36.0,8,105858.71,1,0.0,1.0,4395.45,1
102736,578,spain,male,36.0,7,0.0,1,1.0,1.0,73066.85,1
102745,709,germany,male,46.0,1,136596.85,1,1.0,0.0,71179.31,1
102749,691,germany,female,37.0,7,123067.63,1,1.0,0.0,98162.44,1
102753,699,france,female,40.0,4,0.0,1,1.0,1.0,189414.74,1
102757,710,france,female,33.0,3,110837.85,1,1.0,1.0,83479.52,1
102759,537,germany,female,44.0,8,109724.38,1,1.0,0.0,63736.17,1
102763,584,germany,female,51.0,7,104469.58,1,1.0,0.0,70778.63,1
102764,564,germany,female,33.0,4,93569.86,1,0.0,0.0,120853.83,1
102766,577,france,male,47.0,1,182532.23,1,1.0,0.0,82222.86,1
102771,663,germany,male,44.0,7,138878.86,2,1.0,1.0,91857.21,1
102773,675,spain,female,40.0,7,79035.95,1,1.0,0.0,142783.98,1
102775,582,france,male,41.0,1,40488.76,1,1.0,1.0,128528.83,1
102776,581,germany,male,46.0,9,118897.1,1,1.0,1.0,177852.57,1
102781,678,germany,female,42.0,9,108286.5,1,0.0,0.0,136909.11,1
102782,628,france,female,43.0,6,0.0,1,1.0,0.0,140780.11,1
102785,575,spain,female,39.0,0,0.0,1,0.0,0.0,30114.32,1
102790,647,germany,female,33.0,4,145860.98,1,1.0,0.0,142763.51,1
102796,673,france,female,59.0,4,0.0,1,1.0,0.0,72846.58,1
102799,633,spain,female,56.0,1,0.0,2,1.0,0.0,103511.46,1
102805,597,germany,male,52.0,8,83693.34,2,0.0,1.0,161083.53,1
102807,682,france,female,40.0,5,0.0,2,1.0,0.0,151325.24,1
102810,623,france,female,60.0,9,0.0,1,1.0,0.0,169156.64,1
102811,651,germany,female,34.0,2,90355.12,1,1.0,0.0,193597.94,1
102812,630,france,female,38.0,10,125921.36,1,1.0,1.0,89099.18,1
102814,705,france,male,39.0,2,111525.02,1,1.0,0.0,199484.96,1
102816,604,france,female,27.0,7,80566.66,1,1.0,0.0,121542.18,1
102822,564,spain,female,47.0,3,0.0,1,1.0,0.0,151902.78,1
102823,604,france,male,36.0,4,0.0,1,1.0,0.0,132842.51,1
102824,646,germany,male,33.0,10,123365.38,1,1.0,0.0,173498.45,1
102828,554,germany,female,35.0,5,109172.88,1,1.0,1.0,177668.55,1
102848,741,france,male,49.0,4,0.0,1,1.0,0.0,178235.37,1
102854,565,france,male,46.0,4,0.0,2,1.0,0.0,47880.71,1
102863,599,france,female,48.0,1,0.0,1,0.0,0.0,158891.02,1
102868,705,germany,male,37.0,4,107852.3,1,1.0,0.0,52861.89,1
102872,555,germany,female,46.0,7,147700.02,1,0.0,1.0,116858.42,1
102876,559,spain,female,53.0,7,0.0,1,1.0,1.0,153059.62,1
102886,498,germany,male,45.0,10,108914.41,1,1.0,0.0,143553.51,1
102890,573,france,male,40.0,3,0.0,1,1.0,0.0,185543.36,1
102896,719,germany,male,35.0,5,131335.39,2,1.0,0.0,136891.07,1
102897,727,france,female,42.0,3,0.0,1,1.0,1.0,135068.99,1
102898,684,germany,female,52.0,6,99097.33,1,1.0,0.0,181879.56,1
102902,705,germany,female,41.0,0,120777.88,1,0.0,1.0,93478.96,1
102903,712,germany,male,27.0,9,128940.24,2,0.0,0.0,46786.92,1
102904,725,france,female,46.0,2,164850.54,1,1.0,0.0,62722.44,1
102914,460,germany,female,44.0,0,119507.58,2,1.0,0.0,91560.63,1
102915,586,spain,female,41.0,2,63873.56,1,1.0,0.0,83753.64,1
102917,663,france,female,40.0,6,0.0,1,0.0,1.0,103396.08,1
102930,754,france,female,36.0,2,168372.52,2,0.0,0.0,134676.72,1
102932,653,germany,male,43.0,6,131778.66,1,1.0,1.0,168816.23,1
102939,550,germany,female,59.0,10,131607.33,1,0.0,0.0,99504.05,1
102942,678,france,male,26.0,4,111128.04,2,1.0,0.0,60917.24,1
102945,597,france,male,30.0,2,0.0,1,0.0,0.0,130224.73,1
102955,685,germany,female,46.0,4,130404.66,1,0.0,0.0,93478.89,1
102956,684,spain,male,60.0,8,0.0,1,1.0,1.0,152733.9,1
102958,550,france,female,58.0,4,207034.96,4,1.0,0.0,157694.76,1
102959,686,germany,female,46.0,1,99822.61,1,0.0,1.0,140170.41,1
102964,754,france,female,46.0,9,0.0,1,1.0,0.0,183494.87,1
102982,564,germany,female,30.0,6,121063.28,4,1.0,1.0,146823.52,1
102985,711,france,female,51.0,0,0.0,2,1.0,1.0,38409.79,1
102993,599,germany,female,37.0,5,111167.7,1,0.0,1.0,125445.81,1
102995,569,france,male,36.0,1,0.0,2,1.0,0.0,180134.74,1
102996,807,france,male,36.0,7,0.0,1,1.0,0.0,172937.54,1
102997,756,germany,female,45.0,1,106521.49,1,1.0,0.0,65316.5,1
103005,704,spain,female,46.0,2,117300.27,3,1.0,1.0,151242.58,1
103007,516,france,male,49.0,3,0.0,3,1.0,0.0,119348.68,1
103013,692,france,female,45.0,7,0.0,1,1.0,0.0,62389.51,1
